asin,name,price,rating,no_of_ratings,main_category,main_category_rank,sub_category,sub_category_rank,image,timestamp
B01NARPPT6,"Jamieson Vitamin B12 Methylcobalamin 1,000 mcg Fast-Dissolving Tablets - Value Size",16.79,4.8,4055,Health & Personal Care,97,Vitamin B12 Supplements,2,https://m.media-amazon.com/images/I/61FDpqo+UEL._AC_SY300_SX300_.jpg,2025-05-19 19:39:09
